train_loss,val_loss,train_acc,val_acc,train_pre,val_pre,train_rec,val_rec
0.5261942325257181,0.3977177311503657,0.8823017087738235,0.9107120904528281,0.815674886,0.857390618,0.7974453508941552,0.8464808636222427
0.32139747955592485,0.30694452345141388,0.9289277186429925,0.9389277186429925,0.906599536,0.900870618,0.8678374392119603 ,0.8701636843740289 
0.24432930955592485,0.26234452814941388,0.9489097880178459 ,0.9469097880178459 ,0.945737571,0.935670618,0.893238168231462,0.8845540229885058
0.21132930955592485,0.23594452814941388,0.9575930399335699,0.9513134057971014,0.965737571,0.955670618,0.903238168231462,0.8919540229885058
0.1871137414767246,0.2046203785162905,0.9620291386729071,0.953125,0.965527925,0.961167608,0.9063038896340295,0.8971264367816092
0.16958822380907447,0.19581098259305177,0.9616516947233336,0.9513134057971014,0.965524975,0.956860538,0.9084115730982947,0.8971264367816092
0.15232305534337523,0.19726089756611898,0.9617271835132483,0.9526721014492754,0.964879444,0.9629653,0.9068787123970109,0.8942528735632184
0.15095208289561932,0.18896516744533312,0.9624820714123953,0.9519927536231884,0.969280561,0.961108312,0.9093696110365971,0.896551724137931
0.14618984878967597,0.20354556295669812,0.9623310938325659,0.9515398550724637,0.968697082,0.959271357,0.908986395861276,0.8971264367816092
0.14503022345802222,0.1906575465277917,0.9629350041518835,0.9522192028985508,0.96705036,0.963554712,0.9105192565625598,0.8971264367816092
0.14397544610263663,0.19469318424176046,0.9626330489922247,0.9538043478260869,0.968261944,0.965461441,0.9103276489748994,0.8971264367816092
0.14204157297713554,0.2051346766748938,0.9627085377821394,0.9533514492753623,0.968852188,0.962997481,0.9109024717378809,0.8954022988505748
0.1408892413611825,0.19708612549753077,0.9628595153619688,0.9549365942028986,0.969047324,0.971077119,0.9110940793255413,0.8942528735632184
0.13656966860727462,0.1919150651311097,0.9624820714123953,0.9558423913043478,0.964214842,0.969854153,0.9109024717378809,0.8948275862068965
0.13700540003830003,0.23269285714132307,0.963538914471201,0.9542572463768116,0.97045247,0.964867591,0.9139681931404484,0.8948275862068965
0.13713030880715718,0.19659912663147502,0.9627840265720541,0.954483695652174,0.972922565,0.968571429,0.9143514083157693,0.8977011494252873
0.13307651931509537,0.21140071646431866,0.9626330489922247,0.9549365942028986,0.973313832,0.969828353,0.919908028357923,0.8971264367816092
0.1323714784042173,0.21839482770841298,0.9633124481014569,0.9551630434782609,0.974145934,0.971082803,0.9170339145430159,0.8936781609195402
0.1339220221560681,0.2126816962575675,0.963538914471201,0.9553894927536232,0.97393686,0.970464081,0.9178003448936578,0.8971264367816092
0.13219996277450155,0.20525091276436613,0.9639918472106892,0.9547101449275363,0.9743491,0.966725664,0.919524813182602,0.8959770114942529
0.12948643682873132,0.2026703954687801,0.9637653808409451,0.9549365942028986,0.974974874,0.967349779,0.9200996359455834,0.8936781609195402
0.12905914247521924,0.20536818988351285,0.965048690269495,0.9553894927536232,0.974966443,0.96860038,0.9218241042345277,0.8959770114942529
0.12905439029024432,0.2197714329332761,0.9643692911602627,0.9549365942028986,0.974968553,0.967967068,0.919524813182602,0.8954022988505748
0.1238628343040717,0.21011207798036977,0.964293802370348,0.954483695652174,0.975582667,0.969192626,0.9205485725234719,0.8954022988505748
0.12074734886326843,0.21144010873673402,0.9655771117988978,0.9565217391304348,0.97371201,0.971740788,0.9222310787507185,0.8977011494252873
0.11859471365465005,0.2240198062651831,0.9656526005888125,0.9560688405797102,0.977048904,0.970482234,0.922422686338379,0.8982758620689655
0.11828712458553481,0.21795054438753406,0.9659545557484713,0.954483695652174,0.954571015,0.971693291,0.9229975091013604,0.8988505747126436
